,State,Post_Full_Name,Google_Map_Url
0,Paraguay,U.S. Embassy in Asuncion,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3607.557077682778!2d-57.62816948465239!3d-25.28548103339301!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x945da7e8b972141b%3A0xb8c2021548f125ad!2sUnited+States+Embassy!5e0!3m2!1sen!2sus!4v1477709433242
2,Peru,U.S. Embassy in Lima,
3,Philippines,U.S. Embassy in Manila,
0,Poland,U.S. Embassy Warsaw,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2444.039784102127!2d21.023320999999996!3d52.224495!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x471eccfaca4e8643%3A0x3055366647916b47!2sAleje+Ujazdowskie+29%2F31%2C+Warszawa%2C+Poland!5e0!3m2!1sen!2sus!4v1443623127934
1,Poland,U.S. Consulate General in Krakow,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2561.400305518759!2d19.939102899999998!3d50.060064399999995!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x47165b12422a3033%3A0x6b8ac3ea44e74f7d!2sStolarska+9%2C+31-043+Krak%C3%B3w%2C+Poland!5e0!3m2!1sen!2sus!4v1443623264310
2,Poland,Consular Agency in Poznan,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2433.938243997453!2d16.927380015922793!3d52.407795452290735!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x47045b388a2760bf%3A0x40086c8f3e4d31d6!2sAgencja+Konsularna+Stan%C3%B3w+Zjednoczonych+Ameryki!5e0!3m2!1sen!2sus!4v1449571126628
3,Portugal,U.S. Embassy Lisbon,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3111.8536633409117!2d-9.16557018495388!3d38.74412016357007!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd19331b47e8ae57%3A0x47ae98883d46147c!2sEmbaixada+dos+Estados+Unidos+da+Am%C3%A9rica!5e0!3m2!1sen!2sus!4v1469633450115
4,Portugal,U.S. Consulate Ponta Delgada Azores,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d50478.7055472427!2d-25.71346686956659!3d37.74504219110972!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xb432acc76b00e97%3A0x765580f24e6fc416!2sPonta+Delgada%2C+Portugal!5e0!3m2!1sen!2sus!4v1478601474746
7,Qatar,U.S. Embassy Doha,
0,Republic of Congo,U.S. Embassy in Brazzaville,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3978.7159213089585!2d15.253996214556773!3d-4.275335947394608!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x1a6a32faf4e2d959%3A0xf287f323ac534260!2sAmbassade+des+USA!5e0!3m2!1sen!2sus!4v1469554384149
1,Romania,U.S. Embassy Bucharest,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2845.0222379811453!2d26.08420901522549!3d44.51469790431391!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x40b20320800e5f57%3A0x39c393f0902665f6!2sUS+Embassy!5e0!3m2!1sen!2sus!4v1460398548264
2,Russia,U.S. Embassy Moscow,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d143689.1669320383!2d37.57947!3d55.756014!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xc2075a0e27388e24!2sU.S.+Embassy+in+Moscow!5e0!3m2!1sen!2sus!4v1476152263568
3,Russia,U.S. Consulate General in Vladivostok,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d11649.940142040483!2d131.909319!3d43.115336!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x5fb39273f308e067%3A0x9bdb09792fad5fb4!2sPushkinskaya+ul.%2C+32%2C+Vladivostok%2C+Primorskiy+kray%2C+Russia%2C+690001!5e0!3m2!1sen!2sus!4v1476152383296
4,Russia,U.S. Consulate General in Yekaterinburg,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d8730.841264587716!2d60.61001199999999!3d56.833759!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xb6e31717d894100c!2sGeneralnoye+Konsulstvo+SShA+V+Ekaterinburge!5e0!3m2!1sen!2sus!4v1476152553136
0,Rwanda,U.S. Embassy in Kigali,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3987.537853858132!2d30.077578350046895!3d-1.937285398580675!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x684f7ffa78ed46cb!2sEmbassy+of+the+United+States!5e0!3m2!1sen!2sus!4v1475103741622
1,Samoa,U.S. Embassy Apia,https://www.google.com/maps/embed?pb=!1m14!1m12!1m3!1d3874.1110773071614!2d-171.76823229865656!3d-13.832368052669494!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!5e0!3m2!1sen!2snz!4v1446585911264
2,San Marino,U.S. Embassy in San Marino,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d11877.446915205679!2d12.490769!3d41.906582!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x5e328ae81816d51e!2sAmbasciata+U.S.A.!5e0!3m2!1sen!2sus!4v1475875033516
0,Saudi Arabia,U.S. Embassy in Riyadh,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3625.3286985873!2d46.61878331499943!3d24.68122498413883!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x0!2zMjTCsDQwJzUyLjQiTiA0NsKwMzcnMTUuNSJF!5e0!3m2!1sen!2sus!4v1464164337526
1,Saudi Arabia,U.S. Consulate General in Dhahran,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3576.6805272745064!2d50.15211701444141!3d26.304454792343083!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3e49e64f85b918fd%3A0x6e96a3c40ca6864f!2sUS+Consulate!5e0!3m2!1sen!2sus!4v1453996310632
2,Saudi Arabia,U.S. Consulate General in Jeddah,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3711.525843769055!2d39.16193271434716!3d21.526284675984353!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x15c3cff29af00033%3A0xdd6b259fa67a1359!2sConsulate+General+Of+The+United+States+-+Jeddah!5e0!3m2!1sen!2sus!4v1453996427826
3,Serbia,U.S. Embassy in Belgrade,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2832.4076598898287!2d20.45105495060411!3d44.77249378724876!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x475a704985514103%3A0xeca0aba8444d1040!2sEmbassy+of+the+United+States+of+America!5e0!3m2!1sen!2sus!4v1476491730105
5,Senegal,U.S. Embassy in Dakar,
0,Sierra Leone,U.S. Embassy in Freetown,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3946.489820604045!2d-13.23203054992229!3d8.451653993892794!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xf04c32310a04c8f%3A0x77ba733916142754!2sUS+Embassy%2C+Freetown%2C+Sierra+Leone!5e0!3m2!1sen!2sus!4v1475160583171
1,Seychelles,U.S. Virtual Presence Post Seychelles,
3,Singapore,U.S. Embassy Singapore,
0,Slovakia,U.S. Embassy Bratislava,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2662.389913874478!2d17.10578371527176!3d48.141287658882085!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x476c8942a2275441%3A0x7528e682dc1ae100!2sEmbassy+of+USA!5e0!3m2!1sen!2sus!4v1476152746742
1,Slovenia,U.S. Embassy in Ljubljana,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2768.934224777239!2d14.496689950651993!3d46.05241020192026!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x47652d60630fa169%3A0xe56bfc7c69292ab4!2sU.S.+Embassy!5e0!3m2!1sen!2sus!4v1476491799317
4,Somalia,U.S. Embassy in Somalia,
0,South Sudan,U.S. Embassy in Juba,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3975.4993179084563!2d31.58386391452658!3d4.855650541647085!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x17128056d12fa413%3A0xa62d76a994596bfb!2sUS+Embassy!5e0!3m2!1sen!2sus!4v1464117130821
1,South Africa,U.S. Embassy Pretoria,
2,South Korea,U.S. Embassy Seoul,
0,Sri Lanka,U.S. Embassy Colombo,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d63372.96992662317!2d79.848618!3d6.913233!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xc563c8145c151f9b!2sEmbassy+of+United+States!5e0!3m2!1sen!2sus!4v1475264928974
1,Sudan,U.S. Embassy in Khartoum,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3844.2233887413536!2d32.60541621518638!3d15.526150789218434!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x168e8e0dbb77bde7%3A0x92b941ef553c739!2sUS+Embassy!5e0!3m2!1sen!2sus!4v1475243503939
2,Spain,U.S. Embassy in Madrid,
0,Suriname,U.S. Embassy in Paramaribo,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d30430551.370106816!2d-84.36444565058818!3d21.403015973191792!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x8d084a7d57e006b7%3A0x235b220a2884fc4b!2sEmbassy+of+the+United+States+of+America!5e0!3m2!1sen!2sus!4v1477709483694
1,Sweden,U.S. Embassy in Stockholm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2034.9689761726265!2d18.10333961607249!3d59.33347178166029!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x465f82b2a20a693f%3A0xf8a5f26c6098ca87!2sDag+Hammarskj%C3%B6lds+v%C3%A4g+31%2C+115+27+Stockholm%2C+Sweden!5e0!3m2!1sen!2sus!4v1450984005793
2,Switzerland,U.S. Embassy Bern,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d10895.716311279415!2d7.438283!3d46.943433!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xba46b71ae5a1e520!2sEmbassy+of+the+United+States+Bern!5e0!3m2!1sen!2sus!4v1476152958460
3,Switzerland,U.S. Virtual Mission Liechtenstein ,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d10895.716311279415!2d7.438283!3d46.943433!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xba46b71ae5a1e520!2sEmbassy+of+the+United+States+Bern!5e0!3m2!1sen!2sus!4v1476152958460
0,Tajikistan,U.S. Embassy in Dushanbe,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3119.016446970852!2d68.70998205039008!3d38.579469073127456!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38b5cdf68b53d783%3A0x5c10bc1a8601a54b!2sEmbassy+of+the+United+States+in+Tajikistan!5e0!3m2!1sen!2sus!4v1476493391828
1,Syria,U.S. Embassy in Damascus,
3,Tanzania,U.S. Embassy in Dar es Salaam,
0,Thailand,U.S. Embassy Bangkok,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3875.697474990619!2d100.54449655012905!3d13.736756801296202!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x30e29ed9207ff4db%3A0xa7b75c9f22ee90f9!2sEmbassy+Of+The+United+States+Of+America!5e0!3m2!1sen!2sus!4v1459454835741
1,Thailand,U.S. Consulate General Chiang Mai,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15108.361979425146!2d98.998685!3d18.79412!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xdd42f69a8111948!2sThe+American+Consulate-General!5e0!3m2!1sen!2sus!4v1459455460586
2,Timor-Leste,U.S. Embassy in Dili,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3945.5183891555694!2d125.54820164983751!3d-8.546046593826597!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2d01dd699c454163%3A0xa8817e4b89b4a981!2sEmbassy+of+the+United+States+of+America!5e0!3m2!1sen!2sus!4v1475870838737
4,The Gambia,U.S. Embassy in Banjul,
0,Togo,U.S. Embassy in Lome,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d30398646.95420603!2d-56.219030065505436!3d21.555755676518146!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x17f381257f6a5a9d!2sL'ambassade+des+%C3%89tats-Unis!5e0!3m2!1sen!2sus!4v1475098922774
1,Tonga,U.S. Embassy in Tonga,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3792.018348273174!2d178.43728564996175!3d-18.116943887584664!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6e1bde8a6dcf2811%3A0x433486fb291c2678!2sUS+Embassy+Suva!5e0!3m2!1sen!2sus!4v1475871013225
4,Trinidad & Tobago,U.S. Embassy in Port of Spain,
0,Tunisia,U.S. Embassy Tunis,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3192.6680439397196!2d10.267989315205188!3d36.85042547993822!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x12fd4aad1157eebd%3A0x5fc48fce409ac8ad!2sUSA+Embassy!5e0!3m2!1sen!2sus!4v1458631895810
1,Turkey,U.S. Embassy Ankara,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3060.4821503168464!2d32.8539583150804!3d39.908225094332444!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x14d34fa72139c1c9%3A0x9a6c886b1cd93d2a!2zQXRhdMO8cmsgQmx2IE5vOjExMCwgUmVtemkgT8SfdXogQXLEsWssIDA2NjgwIMOHYW5rYXlhL0Fua2FyYSwgVHVya2V5!5e0!3m2!1sen!2sus!4v1460477261858
2,Turkey,U.S. Consulate General Istanbul,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3005.779985559684!2d29.0443211154174!3d41.11749587928979!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x14caca7885c2fd91%3A0x2cd3f7008ab52085!2sAmerican+Consulate!5e0!3m2!1sen!2sus!4v1460479804328
3,Turkey,U.S. Consulate Adana,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3187.1008627135666!2d35.3848218149961!3d36.98352556505883!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x15288fdeec2e3a0f%3A0x71dd30682db2bf6f!2zR2lybmUgQmx2LiBObzoyMTIsIFllbmlkb8SfYW4sIDAxMzE2IFnDvHJlxJ9pci9BZGFuYSwgVHVya2V5!5e0!3m2!1sen!2sus!4v1460478429775
4,Turkmenistan,U.S. Embassy Ashgabat,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d50371.96224825769!2d58.389301!3d37.901274!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x2ae45312ffda8baf!2sInformation+Resource+Center+(IRC)%2C+Public+Affairs+Section%2C+US+Embassy+Ashgabat%2C+Turkmenistan!5e0!3m2!1sen!2sus!4v1476493672507
0,U.S. Mission to ASEAN,U.S. Mission to ASEAN,
1,U.S. Mission to International Organizations in Vienna,U.S. Mission to the International Organizations in Vienna,
2,U.S. Mission to NATO,U.S. Mission to NATO,
0,U.S. Mission to OSCE,U.S. Mission to the OSCE,//www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2657.545912387911!2d16.418475315652383!3d48.23461777923129!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x476d06e86e6157bd%3A0xc636fd5e27a5d8e0!2sWagramer+Str.+17%2C+1220+Wien%2C+Austria!5e0!3m2!1sen!2sus!4v1462959960416
1,U.S. Mission to the African Union,U.S. Mission to the African Union,
4,U.S. Mission to the EU,U.S. Mission to the EU,
0,U.S. Mission to the ICAO,U.S. Mission to the ICAO,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2796.5142484156236!2d-73.56562254934164!3d45.4997256789988!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4cc91a5c7d8fb637%3A0xe302c1343e169b3c!2s999+Boulevard+Robert-Bourassa%2C+Montr%C3%A9al%2C+QC+H3C%2C+Canada!5e0!3m2!1sen!2sus!4v1485866370393
1,U.S. Mission to the OAS,U.S. Mission to the OAS,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3105.292099363295!2d-77.05170868456409!3d38.89443515472371!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89b7b7ae8db80061%3A0xe5bcb9bb092be92!2s2201+C+St+NW+%235914%2C+Washington%2C+DC+20520!5e0!3m2!1sen!2sus!4v1477709696461ʺ width=
2,U.S. Mission to the OECD,U.S. Mission to the OECD,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2624.470804322671!2d2.314880050761391!3d48.86830080786213!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x47e66fce74664f57%3A0xc65d346fe9537902!2s18+Avenue+Gabriel%2C+75008+Paris%2C+France!5e0!3m2!1sen!2sus!4v1476491985970
0,U.S. Mission to the UN-Geneva,U.S. Mission-Geneva,//www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2759.916424858043!2d6.135919716184857!3d46.23200668990151!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x478c64f9953371a1%3A0x60c30d44eb79d122!2sRoute+de+Pregny+11%2C+1292+Chamb%C3%A9sy%2C+Switzerland!5e0!3m2!1sen!2sus!4v1478109766887
1,U.S. Mission to the UN-Rome,U.S. Mission Rome,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2969.301497900315!2d12.489735615141493!3d41.907876971529674!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x132f6107718e2093%3A0x586bb8d3ab001e5e!2sVia+Boncompagni%2C+2%2C+00187+Roma%2C+Italy!5e0!3m2!1sen!2sus!4v1454011008940
2,U.S. Mission to the United Nations,U.S. Mission to the United Nations,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d12090.065411541062!2d-73.9689023!3d40.7506666!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x229ea9a52c4fb3d9!2sU.S.+Permanent+Mission+to+the+United+Nations!5e0!3m2!1sen!2sus!4v1478107176700
0,Uganda,U.S. Embassy in Kampala,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15959.05584076631!2d32.59243!3d0.29909!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x134cc9bd9612fdb3!2sUSA+Embassy!5e0!3m2!1sen!2sus!4v1450395922621
1,Ukraine,U.S. Embassy in Kyiv,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d10158.857340374823!2d30.431957!3d50.465044!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x7400177862d9fa46!2z0J_QvtGB0L7Qu9GM0YHRgtCy0L4g0KHQqNCQ!5e0!3m2!1sen!2sus!4v1476157918426
4,United Arab Emirates,U.S. Embassy in Abu Dhabi,
0,United Kingdom,Embassy of the United States of America,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d1242.3387677347052!2d-0.13292556417568116!3d51.482433064228786!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x487604fad9988dd7%3A0x7e8004ce596b5997!2sNew+U.S.+Embassy+London!5e0!3m2!1sen!2suk!4v1515581797042
1,United Kingdom,U.S. Consulate General in Belfast,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2312.8963126269964!2d-5.9422437!3d54.5705791!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x486108c094b77293%3A0x6acba236ecc599f9!2sConsulate+General!5e0!3m2!1sen!2sus!4v1442337876018
2,United Kingdom,U.S. Consulate General in Edinburgh,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2233.7152628710814!2d-3.1778503!3d55.954306900000006!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4887b876683110e1%3A0xd13fa8eaf79181b0!2sU.S.+Consulate+Edinburgh!5e0!3m2!1sen!2sus!4v1441388744793
3,Uruguay,U.S. Embassy Montevideo,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3271.719545649988!2d-56.178309884825005!3d-34.91348698146105!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x959f81b9797e7fc9%3A0x32d69a4b331e5b40!2sEmbajada+Estados+Unidos!5e0!3m2!1sen!2sus!4v1461707594168
4,Uzbekistan,U.S. Embassy in Tashkent,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2994.3184636409137!2d69.27028705069027!3d41.36716520511031!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38ae8cc68a182823%3A0x4be82e38687bf8a3!2sEmbassy+of+the+United+States!5e0!3m2!1sen!2sus!4v1459203456175
0,Vietnam,U.S. Embassy in Hanoi,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3724.279334835061!2d105.81668611410772!3d21.021506286002268!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3135ab7a985d95d9%3A0x5c12b7cbd2edc7d1!2sEmbassy+of+The+United+States+of+America!5e0!3m2!1sen!2sus!4v1452281859923
1,Vietnam,U.S. Consulate in Ho Chi Minh City,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3919.36700382189!2d106.69824081393286!3d10.783177692316897!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x31752f49fb5fb611%3A0xcf4a317a5cdfb42e!2sU.S.+Consulate+General!5e0!3m2!1sen!2sus!4v1452281978490
2,Yemen,U.S. Embassy in Sana’a,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3847.0633169096427!2d44.22766864987787!3d15.373056861749312!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x1603da1f53d78459%3A0x6007f21306b76c41!2sUS+Embassy!5e0!3m2!1sen!2sus!4v1476492976983ʺ width=
3,Venezuela,U.S. Embassy in Caracas,
0,Zambia,U.S. Embassy in Lusaka,
1,Zimbabwe,U.S. Embassy in Harare,
